FIPS,Structure_Type,Count
39057.0,Law Enforcement,11
39057.0,Medical & Emergency,26
39059.0,Education,16
39059.0,Law Enforcement,3
39059.0,Medical & Emergency,15
39061.0,Education,293
39061.0,Law Enforcement,40
39061.0,Medical & Emergency,115
39063.0,Education,35
39063.0,Law Enforcement,4
39063.0,Medical & Emergency,21
39065.0,Education,13
39065.0,Law Enforcement,4
39065.0,Medical & Emergency,16
39067.0,Education,3
39067.0,Law Enforcement,2
39067.0,Medical & Emergency,14
39069.0,Education,15
39069.0,Law Enforcement,4
39069.0,Medical & Emergency,15
39071.0,Education,18
39071.0,Law Enforcement,6
39071.0,Medical & Emergency,11
39073.0,Education,10
39073.0,Law Enforcement,3
39073.0,Medical & Emergency,13
39075.0,Education,15
39075.0,Law Enforcement,2
39075.0,Medical & Emergency,11
39077.0,Education,26
39077.0,Law Enforcement,9
39077.0,Medical & Emergency,15
39079.0,Education,14
39079.0,Law Enforcement,4
39079.0,Medical & Emergency,13
39081.0,Education,29
39081.0,Law Enforcement,12
39081.0,Medical & Emergency,35
39083.0,Education,22
39083.0,Law Enforcement,3
39083.0,Medical & Emergency,13
39085.0,Education,71
39085.0,Law Enforcement,18
39085.0,Medical & Emergency,32
39087.0,Education,28
39087.0,Law Enforcement,6
39087.0,Medical & Emergency,26
39089.0,Education,67
39089.0,Law Enforcement,12
39089.0,Medical & Emergency,32
39091.0,Education,14
39091.0,Law Enforcement,6
39091.0,Medical & Emergency,18
39093.0,Education,107
39093.0,Law Enforcement,16
39093.0,Medical & Emergency,44
39095.0,Education,169
39095.0,Law Enforcement,16
39095.0,Medical & Emergency,66
39097.0,Education,19
39097.0,Law Enforcement,7
39097.0,Medical & Emergency,10
39099.0,Education,92
39099.0,Law Enforcement,18
39099.0,Medical & Emergency,50
39101.0,Education,29
39101.0,Law Enforcement,6
39101.0,Medical & Emergency,14
39103.0,Education,51
39103.0,Law Enforcement,12
39103.0,Medical & Emergency,30
39105.0,Education,9
39105.0,Law Enforcement,2
39105.0,Medical & Emergency,15
39107.0,Education,22
39107.0,Law Enforcement,7
39107.0,Medical & Emergency,15
39109.0,Education,45
39109.0,Law Enforcement,8
39109.0,Medical & Emergency,19
39111.0,Education,9
39111.0,Law Enforcement,1
39111.0,Medical & Emergency,12
39113.0,Education,188
39113.0,Law Enforcement,27
39113.0,Medical & Emergency,82
39115.0,Education,5
39115.0,Law Enforcement,1
39115.0,Medical & Emergency,6
39117.0,Education,13
39117.0,Law Enforcement,5
39117.0,Medical & Emergency,12
39119.0,Education,36
39119.0,Law Enforcement,7
39119.0,Medical & Emergency,19
39121.0,Education,4
39121.0,Law Enforcement,2
39121.0,Medical & Emergency,4
39123.0,Education,20
39123.0,Law Enforcement,12
39123.0,Medical & Emergency,19
39125.0,Education,10
39125.0,Law Enforcement,2
39125.0,Medical & Emergency,11
39127.0,Education,16
39127.0,Law Enforcement,6
39127.0,Medical & Emergency,11
39129.0,Education,21
39129.0,Law Enforcement,9
39129.0,Medical & Emergency,13
39131.0,Education,13
39131.0,Law Enforcement,2
39131.0,Medical & Emergency,10
39133.0,Education,55
39133.0,Law Enforcement,15
39133.0,Medical & Emergency,27
39135.0,Education,13
39135.0,Law Enforcement,4
39135.0,Medical & Emergency,14
39137.0,Education,24
39137.0,Law Enforcement,8
39137.0,Medical & Emergency,20
39139.0,Education,57
39139.0,Law Enforcement,11
39139.0,Medical & Emergency,26
39141.0,Education,26
39141.0,Law Enforcement,6
39141.0,Medical & Emergency,28
39143.0,Education,25
39143.0,Law Enforcement,7
39143.0,Medical & Emergency,16
39145.0,Education,36
39145.0,Law Enforcement,5
39145.0,Medical & Emergency,34
39147.0,Education,22
39147.0,Law Enforcement,6
39147.0,Medical & Emergency,19
39149.0,Education,23
39149.0,Law Enforcement,7
39149.0,Medical & Emergency,19
39151.0,Education,135
39151.0,Law Enforcement,21
39151.0,Medical & Emergency,68
39153.0,Education,202
39153.0,Law Enforcement,25
39153.0,Medical & Emergency,62
39155.0,Education,73
39155.0,Law Enforcement,18
39155.0,Medical & Emergency,52
39157.0,Education,48
39157.0,Law Enforcement,13
39157.0,Medical & Emergency,26
39159.0,Education,20
39159.0,Law Enforcement,5
39159.0,Medical & Emergency,11
39161.0,Education,13
39161.0,Law Enforcement,4
39161.0,Medical & Emergency,8
39163.0,Education,6
39163.0,Law Enforcement,2
39163.0,Medical & Emergency,8
39165.0,Education,56
39165.0,Law Enforcement,13
39165.0,Medical & Emergency,32
39167.0,Education,28
39167.0,Law Enforcement,6
39167.0,Medical & Emergency,27
39169.0,Education,51
39169.0,Law Enforcement,10
39169.0,Medical & Emergency,28
39171.0,Education,17
39171.0,Law Enforcement,8
39171.0,Medical & Emergency,19
39173.0,Education,46
39173.0,Law Enforcement,16
39173.0,Medical & Emergency,35
39175.0,Education,11
39175.0,Law Enforcement,4
39175.0,Medical & Emergency,11
40001.0,Education,19
40001.0,Law Enforcement,4
40001.0,Medical & Emergency,15
40003.0,Education,7
40003.0,Law Enforcement,4
40003.0,Medical & Emergency,10
40005.0,Education,13
40005.0,Law Enforcement,7
40005.0,Medical & Emergency,15
40007.0,Education,9
40007.0,Law Enforcement,3
40007.0,Medical & Emergency,8
40009.0,Education,17
40009.0,Law Enforcement,6
40009.0,Medical & Emergency,10
40011.0,Education,9
40011.0,Law Enforcement,6
40011.0,Medical & Emergency,16
40013.0,Education,30
40013.0,Law Enforcement,10
40013.0,Medical & Emergency,27
40015.0,Education,33
40015.0,Law Enforcement,13
40015.0,Medical & Emergency,25
40017.0,Education,52
40017.0,Law Enforcement,11
40017.0,Medical & Emergency,16
40019.0,Education,36
40019.0,Law Enforcement,9
40019.0,Medical & Emergency,21
40021.0,Education,25
40021.0,Law Enforcement,4
40021.0,Medical & Emergency,28
40023.0,Education,14
40023.0,Law Enforcement,6
40023.0,Medical & Emergency,16
40025.0,Education,5
40025.0,Law Enforcement,3
40025.0,Medical & Emergency,9
40027.0,Education,83
40027.0,Law Enforcement,9
40027.0,Medical & Emergency,33
40029.0,Education,6
40029.0,Law Enforcement,3
40029.0,Medical & Emergency,9
40031.0,Education,54
40031.0,Law Enforcement,13
40031.0,Medical & Emergency,37
40033.0,Education,7
40033.0,Law Enforcement,2
40033.0,Medical & Emergency,4
40035.0,Education,12
40035.0,Law Enforcement,6
40035.0,Medical & Emergency,11
40037.0,Education,40
40037.0,Law Enforcement,10
40037.0,Medical & Emergency,25
40039.0,Education,17
40039.0,Law Enforcement,10
40039.0,Medical & Emergency,13
40041.0,Education,20
40041.0,Law Enforcement,6
40041.0,Medical & Emergency,28
40043.0,Education,8
40043.0,Law Enforcement,5
40043.0,Medical & Emergency,11
40045.0,Education,7
40045.0,Law Enforcement,3
40045.0,Medical & Emergency,8
40047.0,Education,42
40047.0,Law Enforcement,9
40047.0,Medical & Emergency,22
40049.0,Education,21
40049.0,Law Enforcement,9
40049.0,Medical & Emergency,16
40051.0,Education,33
40051.0,Law Enforcement,9
40051.0,Medical & Emergency,25
40053.0,Education,7
40053.0,Law Enforcement,5
40053.0,Medical & Emergency,9
40055.0,Education,6
40055.0,Law Enforcement,4
40055.0,Medical & Emergency,10
40057.0,Education,3
40057.0,Law Enforcement,3
40057.0,Medical & Emergency,5
40059.0,Education,4
40059.0,Law Enforcement,2
40059.0,Medical & Emergency,5
40061.0,Education,11
40061.0,Law Enforcement,3
40061.0,Medical & Emergency,14
40063.0,Education,13
40063.0,Law Enforcement,4
40063.0,Medical & Emergency,14
40065.0,Education,18
40065.0,Law Enforcement,8
40065.0,Medical & Emergency,16
40067.0,Education,9
40067.0,Law Enforcement,4
40067.0,Medical & Emergency,10
40069.0,Education,14
40069.0,Law Enforcement,3
40069.0,Medical & Emergency,13
40071.0,Education,27
40071.0,Law Enforcement,9
40071.0,Medical & Emergency,17
40073.0,Education,18
40073.0,Law Enforcement,5
40073.0,Medical & Emergency,8
40075.0,Education,10
40075.0,Law Enforcement,4
40075.0,Medical & Emergency,15
40077.0,Education,11
40077.0,Law Enforcement,2
40077.0,Medical & Emergency,9
40079.0,Education,41
40079.0,Law Enforcement,12
40079.0,Medical & Emergency,38
40081.0,Education,23
40081.0,Law Enforcement,13
40081.0,Medical & Emergency,28
40083.0,Education,15
40083.0,Law Enforcement,6
40083.0,Medical & Emergency,14
40085.0,Education,8
40085.0,Law Enforcement,3
40085.0,Medical & Emergency,18
40087.0,Education,22
40087.0,Law Enforcement,6
40087.0,Medical & Emergency,15
40089.0,Education,32
40089.0,Law Enforcement,7
40089.0,Medical & Emergency,31
40091.0,Education,9
40091.0,Law Enforcement,3
40091.0,Medical & Emergency,25
40093.0,Education,7
40093.0,Law Enforcement,3
40093.0,Medical & Emergency,9
40095.0,Education,7
40095.0,Law Enforcement,4
40095.0,Medical & Emergency,16
40097.0,Education,26
40097.0,Law Enforcement,11
40097.0,Medical & Emergency,19
40099.0,Education,9
40099.0,Law Enforcement,4
40099.0,Medical & Emergency,12
40101.0,Education,39
40101.0,Law Enforcement,9
40101.0,Medical & Emergency,22
40103.0,Education,12
40103.0,Law Enforcement,6
40103.0,Medical & Emergency,9
40105.0,Education,7
40105.0,Law Enforcement,3
40105.0,Medical & Emergency,9
40107.0,Education,10
40107.0,Law Enforcement,5
40107.0,Medical & Emergency,11
40109.0,Education,239
40109.0,Law Enforcement,30
40109.0,Medical & Emergency,101
40111.0,Education,26
40111.0,Law Enforcement,8
40111.0,Medical & Emergency,19
40113.0,Education,29
40113.0,Law Enforcement,9
40113.0,Medical & Emergency,54
40115.0,Education,26
40115.0,Law Enforcement,9
40115.0,Medical & Emergency,13
40117.0,Education,8
40117.0,Law Enforcement,6
40117.0,Medical & Emergency,14
40119.0,Education,28
40119.0,Law Enforcement,7
40119.0,Medical & Emergency,14
40121.0,Education,30
40121.0,Law Enforcement,8
40121.0,Medical & Emergency,40
40123.0,Education,22
40123.0,Law Enforcement,6
40123.0,Medical & Emergency,22
40125.0,Education,37
40125.0,Law Enforcement,11
40125.0,Medical & Emergency,23
40127.0,Education,12
40127.0,Law Enforcement,5
40127.0,Medical & Emergency,15
40129.0,Education,6
40129.0,Law Enforcement,3
40129.0,Medical & Emergency,10
40131.0,Education,40
40131.0,Law Enforcement,9
40131.0,Medical & Emergency,24
40133.0,Education,24
40133.0,Law Enforcement,7
40133.0,Medical & Emergency,10
40135.0,Education,24
40135.0,Law Enforcement,7
40135.0,Medical & Emergency,31
40137.0,Education,27
40137.0,Law Enforcement,5
40137.0,Medical & Emergency,18
40139.0,Education,24
40139.0,Law Enforcement,7
40139.0,Medical & Emergency,13
40141.0,Education,10
40141.0,Law Enforcement,5
40141.0,Medical & Emergency,9
40143.0,Education,201
40143.0,Law Enforcement,21
40143.0,Medical & Emergency,76
40145.0,Education,21
40145.0,Law Enforcement,6
40145.0,Medical & Emergency,18
40147.0,Education,21
40147.0,Law Enforcement,5
40147.0,Medical & Emergency,15
40149.0,Education,11
40149.0,Law Enforcement,4
40149.0,Medical & Emergency,12
40151.0,Education,10
40151.0,Law Enforcement,3
40151.0,Medical & Emergency,10
40153.0,Education,14
40153.0,Law Enforcement,5
40153.0,Medical & Emergency,9
41001.0,Education,16
41001.0,Law Enforcement,3
41001.0,Medical & Emergency,19
41003.0,Education,32
41003.0,Law Enforcement,5
41003.0,Medical & Emergency,19
41005.0,Education,131
41005.0,Law Enforcement,12
41005.0,Medical & Emergency,52
41007.0,Education,18
41007.0,Law Enforcement,9
41007.0,Medical & Emergency,23
41009.0,Education,25
41009.0,Law Enforcement,8
41009.0,Medical & Emergency,17
41011.0,Education,28
41011.0,Law Enforcement,11
41011.0,Medical & Emergency,37
41013.0,Education,10
41013.0,Law Enforcement,3
41013.0,Medical & Emergency,5
41015.0,Education,8
41015.0,Law Enforcement,6
41015.0,Medical & Emergency,17
41017.0,Education,68
41017.0,Law Enforcement,9
41017.0,Medical & Emergency,28
41019.0,Education,55
41019.0,Law Enforcement,10
41019.0,Medical & Emergency,58
41021.0,Education,4
41021.0,Law Enforcement,3
41021.0,Medical & Emergency,4
41023.0,Education,7
41023.0,Law Enforcement,5
41023.0,Medical & Emergency,9
41025.0,Education,13
41025.0,Law Enforcement,4
41025.0,Medical & Emergency,4
41027.0,Education,11
41027.0,Law Enforcement,2
41027.0,Medical & Emergency,11
41029.0,Education,78
41029.0,Law Enforcement,15
41029.0,Medical & Emergency,41
41031.0,Education,14
41031.0,Law Enforcement,7
41031.0,Medical & Emergency,8
41033.0,Education,32
41033.0,Law Enforcement,5
41033.0,Medical & Emergency,25
41035.0,Education,33
41035.0,Law Enforcement,8
41035.0,Medical & Emergency,30
41037.0,Education,9
41037.0,Law Enforcement,4
41037.0,Medical & Emergency,12
41039.0,Education,137
41039.0,Law Enforcement,18
41039.0,Medical & Emergency,81
41041.0,Education,19
41041.0,Law Enforcement,7
41041.0,Medical & Emergency,30
41043.0,Education,56
41043.0,Law Enforcement,13
41043.0,Medical & Emergency,26
41045.0,Education,29
41045.0,Law Enforcement,6
41045.0,Medical & Emergency,9
41047.0,Education,136
41047.0,Law Enforcement,23
41047.0,Medical & Emergency,54
41049.0,Education,8
41049.0,Law Enforcement,4
41049.0,Medical & Emergency,10
41051.0,Education,255
41051.0,Law Enforcement,14
41051.0,Medical & Emergency,55
41053.0,Education,30
41053.0,Law Enforcement,5
41053.0,Medical & Emergency,16
41055.0,Education,1
41055.0,Law Enforcement,1
41055.0,Medical & Emergency,6
41057.0,Education,17
41057.0,Law Enforcement,8
41057.0,Medical & Emergency,20
41059.0,Education,40
41059.0,Law Enforcement,17
41059.0,Medical & Emergency,29
41061.0,Education,17
41061.0,Law Enforcement,5
41061.0,Medical & Emergency,12
41063.0,Education,8
41063.0,Law Enforcement,4
41063.0,Medical & Emergency,7
41065.0,Education,13
41065.0,Law Enforcement,4
41065.0,Medical & Emergency,15
41067.0,Education,173
41067.0,Law Enforcement,18
41067.0,Medical & Emergency,35
41069.0,Education,4
41069.0,Law Enforcement,1
41069.0,Medical & Emergency,5
41071.0,Education,42
41071.0,Law Enforcement,11
41071.0,Medical & Emergency,13
42001.0,Education,43
42001.0,Law Enforcement,18
42001.0,Medical & Emergency,35
42003.0,Education,458
42003.0,Law Enforcement,118
42003.0,Medical & Emergency,341
42005.0,Education,29
42005.0,Law Enforcement,18
42005.0,Medical & Emergency,41
42007.0,Education,68
42007.0,Law Enforcement,35
42007.0,Medical & Emergency,65
42009.0,Education,28
42009.0,Law Enforcement,6
42009.0,Medical & Emergency,24
42011.0,Education,166
42011.0,Law Enforcement,37
42011.0,Medical & Emergency,101
42013.0,Education,63
42013.0,Law Enforcement,18
42013.0,Medical & Emergency,46
42015.0,Education,25
42015.0,Law Enforcement,9
42015.0,Medical & Emergency,37
42017.0,Education,217
42017.0,Law Enforcement,43
42017.0,Medical & Emergency,122
42019.0,Education,70
42019.0,Law Enforcement,20
42019.0,Medical & Emergency,50
42021.0,Education,66
42021.0,Law Enforcement,27
42021.0,Medical & Emergency,70
42023.0,Education,2
42023.0,Law Enforcement,3
42023.0,Medical & Emergency,3
42025.0,Education,23
42025.0,Law Enforcement,16
42025.0,Medical & Emergency,41
42027.0,Education,75
42027.0,Law Enforcement,11
42027.0,Medical & Emergency,35
42029.0,Education,225
42029.0,Law Enforcement,47
42029.0,Medical & Emergency,70
42031.0,Education,32
42031.0,Law Enforcement,6
42031.0,Medical & Emergency,27
42033.0,Education,41
42033.0,Law Enforcement,12
42033.0,Medical & Emergency,52
42035.0,Education,35
42035.0,Law Enforcement,9
42035.0,Medical & Emergency,25
42037.0,Education,30
42037.0,Law Enforcement,16
42037.0,Medical & Emergency,32
42039.0,Education,63
42039.0,Law Enforcement,12
42039.0,Medical & Emergency,39
42041.0,Education,115
42041.0,Law Enforcement,21
42041.0,Medical & Emergency,55
42043.0,Education,138
42043.0,Law Enforcement,24
42043.0,Medical & Emergency,61
42045.0,Education,201
42045.0,Law Enforcement,44
42045.0,Medical & Emergency,84
42047.0,Education,15
42047.0,Law Enforcement,6
42047.0,Medical & Emergency,17
42049.0,Education,115
42049.0,Law Enforcement,17
42049.0,Medical & Emergency,72
42051.0,Education,55
42051.0,Law Enforcement,19
42051.0,Medical & Emergency,73
42053.0,Education,2
42053.0,Law Enforcement,3
42053.0,Medical & Emergency,4
42055.0,Education,81
42055.0,Law Enforcement,8
42055.0,Medical & Emergency,26
42057.0,Education,9
42057.0,Law Enforcement,2
42057.0,Medical & Emergency,6
42059.0,Education,17
42059.0,Law Enforcement,7
42059.0,Medical & Emergency,20
42061.0,Education,24
42061.0,Law Enforcement,8
42061.0,Medical & Emergency,27
42063.0,Education,53
42063.0,Law Enforcement,9
42063.0,Medical & Emergency,33
42065.0,Education,40
42065.0,Law Enforcement,9
42065.0,Medical & Emergency,27
42067.0,Education,27
42067.0,Law Enforcement,3
42067.0,Medical & Emergency,15
42069.0,Education,89
42069.0,Law Enforcement,29
42069.0,Medical & Emergency,72
42071.0,Education,477
42071.0,Law Enforcement,32
42071.0,Medical & Emergency,119
42073.0,Education,42
42073.0,Law Enforcement,18
42073.0,Medical & Emergency,31
42075.0,Education,72
42075.0,Law Enforcement,17
42075.0,Medical & Emergency,48
42077.0,Education,137
42077.0,Law Enforcement,22
42077.0,Medical & Emergency,65
42079.0,Education,100
42079.0,Law Enforcement,56
42079.0,Medical & Emergency,135
42081.0,Education,50
42081.0,Law Enforcement,16
42081.0,Medical & Emergency,37
42083.0,Education,20
42083.0,Law Enforcement,12
